absence_id,employee_id,base_code,role,absence_type,start_date,end_date,days_absent,approved
ABS002352,EMP00999,BOG,Agente Check-in,Vacaciones,2023-07-22,2023-08-09,18,1
ABS002353,EMP01638,SCL,Piloto Comandante,Permiso Sin Goce,2024-10-04,2024-10-08,4,1
ABS002354,EMP00363,SCL,Agente Check-in,Licencia Medica,2023-02-02,2023-02-26,24,1
ABS002355,EMP00586,EZE,Tripulante Cabina,Capacitacion,2022-07-17,2022-07-22,5,1
ABS002356,EMP01571,SCL,Ground Staff,Ausencia Injustificada,2023-09-26,2023-10-06,10,1
ABS002357,EMP01041,JFK,Ground Staff,Capacitacion,2024-07-12,2024-07-16,4,1
ABS002358,EMP01239,SCL,Supervisor Operaciones,Vacaciones,2023-06-16,2023-07-01,15,
ABS002359,EMP00150,LIM,Tripulante Cabina,Capacitacion,2023-07-05,2023-07-06,1,1
ABS002360,EMP00708,SCL,Tripulante Cabina,Ausencia Injustificada,2023-07-20,2023-07-23,3,1
ABS002361,EMP01951,SCL,Ground Staff,Licencia Medica,2022-04-28,2022-05-23,25,1
ABS002362,EMP01955,GRU,Supervisor Operaciones,Capacitacion,2022-07-15,2022-07-16,1,1
ABS002363,EMP01093,EZE,Tripulante Cabina Senior,Capacitacion,2023-06-28,2023-06-29,,0
ABS002364,EMP01718,SCL,Seguridad,Licencia Medica,2024-03-20,2024-04-13,24,1
ABS002365,EMP01903,SCL,Supervisor Operaciones,Accidente Laboral,2022-12-25,2022-12-27,2,1
ABS002366,EMP00899,JFK,Tripulante Cabina Senior,Licencia Medica,2023-07-10,2023-07-25,15,1
ABS002367,EMP00322,MIA,Administrativo,Vacaciones,2023-09-17,2023-09-30,13,0
ABS002368,EMP00423,SCL,Piloto Comandante,Vacaciones,2022-05-05,2022-05-21,16,1
ABS002369,EMP00169,GRU,Tripulante Cabina,Licencia Medica,2022-11-12,2022-11-26,14,1
ABS002370,EMP01086,MIA,Tripulante Cabina,Licencia Medica,2022-03-18,2022-04-07,20,1
ABS002371,EMP00761,MAD,Supervisor Operaciones,Licencia Medica,2022-11-24,2022-12-07,13,1
ABS002372,EMP00274,SCL,Piloto Copiloto,Capacitacion,2024-09-15,2024-09-16,1,1
ABS002373,EMP01386,LIM,Tripulante Cabina,Licencia Medica,2023-03-10,2023-04-04,25,1
ABS002374,EMP00593,GRU,Agente Check-in,Vacaciones,2023-09-15,2023-09-24,9,1
ABS002375,EMP01542,GRU,Agente Check-in,Vacaciones,2024-03-01,2024-03-16,15,1
ABS002376,EMP00339,BOG,Piloto Comandante,Vacaciones,2024-03-09,2024-03-21,12,1
ABS002377,EMP00647,SCL,Ground Staff,Licencia Medica,2024-06-13,2024-06-21,8,1
ABS002378,EMP01692,BOG,Administrativo,Vacaciones,2023-08-09,2023-08-29,20,1
ABS002379,EMP00793,GRU,Piloto Copiloto,Licencia Medica,2023-10-31,2023-11-07,7,
ABS002380,EMP00793,SCL,Tripulante Cabina,Vacaciones,2023-09-13,2023-09-20,7,1
ABS002381,EMP01836,GRU,Ground Staff,Vacaciones,2023-04-20,2023-04-29,9,
ABS002382,EMP01917,EZE,Tripulante Cabina Senior,Licencia Medica,2022-10-27,2022-11-03,7,1
ABS002383,EMP00652,BOG,Tripulante Cabina,Licencia Medica,2023-08-07,2023-08-21,14,1
ABS002384,EMP01034,GRU,Piloto Comandante,Vacaciones,2024-03-03,2024-03-12,9,1
ABS002385,EMP01237,GRU,Tripulante Cabina Senior,Vacaciones,2023-02-13,2023-02-21,8,1
ABS002386,EMP01191,BOG,Piloto Comandante,Licencia Medica,2023-12-27,2024-01-09,13,1
ABS002387,EMP00165,SCL,Ground Staff,Permiso Sin Goce,2023-11-25,2023-11-29,4,1
ABS002388,EMP00915,EZE,Tripulante Cabina,Vacaciones,2023-01-01,2023-01-12,11,1
ABS002389,EMP01671,BOG,Tecnico Mantencion,Licencia Medica,2024-05-13,2024-05-18,5,
ABS002390,EMP01604,BOG,Tripulante Cabina,Permiso Sin Goce,2022-04-05,2022-04-11,6,1
ABS002391,EMP00888,BOG,Tripulante Cabina Senior,Licencia Medica,2024-04-30,2024-05-09,9,1
ABS002392,EMP00802,SCL,Ground Staff,Ausencia Injustificada,2023-01-24,2023-02-01,8,0
ABS002393,EMP01937,JFK,Piloto Copiloto,Licencia Medica,2022-03-04,2022-03-24,20,1
ABS002394,EMP01376,LIM,Ground Staff,Vacaciones,2023-01-25,2023-02-02,8,1
ABS002395,EMP00825,BOG,Tripulante Cabina,Licencia Medica,2023-08-13,2023-08-23,10,1
ABS002396,EMP00497,EZE,Tripulante Cabina,Licencia Medica,2022-08-17,2022-08-22,5,1
ABS002397,EMP00275,BOG,Ground Staff,Vacaciones,2023-04-21,2023-05-10,19,1
ABS002398,EMP00505,JFK,Tripulante Cabina Senior,Licencia Medica,2023-01-31,2023-02-15,15,1
ABS002399,EMP01424,LIM,Ground Staff,Vacaciones,2024-07-25,2024-08-11,17,1
ABS002400,EMP01027,LIM,Tripulante Cabina,Vacaciones,2024-02-29,2024-03-16,16,1
ABS002401,EMP00170,BOG,Supervisor Operaciones,Capacitacion,2022-08-31,2022-09-03,3,1
ABS002402,EMP01472,GRU,Administrativo,Vacaciones,2022-07-30,2022-08-17,18,1
ABS002403,EMP01534,EZE,Tripulante Cabina,Permiso Sin Goce,2023-02-13,2023-02-20,7,1
ABS002404,EMP00115,MAD,Tripulante Cabina Senior,Licencia Medica,2024-08-03,2024-08-13,10,1
ABS002405,EMP00071,SCL,Supervisor Operaciones,Permiso Sin Goce,2022-02-20,2022-02-22,2,1
ABS002406,EMP01963,SCL,Ground Staff,Vacaciones,2024-06-09,2024-06-19,10,1
ABS002407,EMP00629,sao paulo,Supervisor Operaciones,Vacaciones,2024-07-15,2024-07-25,10,1
ABS002408,EMP00349,SCL,Supervisor Operaciones,Capacitacion,2022-06-01,2022-06-04,,1
ABS002409,EMP01274,LIM,Tecnico Mantencion,Vacaciones,2024-08-09,2024-08-29,20,1
ABS002410,EMP01795,SCL,Agente Check-in,Permiso Sin Goce,2023-12-04,2023-12-08,4,1
ABS002411,EMP01893,SCL,Tripulante Cabina,Vacaciones,2022-03-18,2022-04-08,21,1
ABS002412,EMP01253,MIA,Tripulante Cabina Senior,Licencia Medica,2024-03-04,2024-03-28,24,1
ABS002413,EMP01557,SCL,Tripulante Cabina,Vacaciones,2024-08-02,2024-08-10,8,1
ABS002414,EMP00806,GRU,Piloto Copiloto,Capacitacion,2022-07-04,2022-07-06,,1
ABS002415,EMP01128,GRU,Tripulante Cabina Senior,Licencia Medica,2023-07-25,2023-08-15,21,1
ABS002416,EMP00537,GRU,Administrativo,Accidente Laboral,2023-06-16,2023-06-22,6,
ABS002417,EMP01883,LIM,Piloto Comandante,Vacaciones,2023-07-14,2023-08-04,21,1
ABS002418,EMP00253,SCL,Ground Staff,Capacitacion,2023-07-10,2023-07-14,4,1
ABS002419,EMP00447,EZE,Tripulante Cabina Senior,Licencia Medica,2024-05-13,2024-06-09,27,1
ABS002420,EMP01111,SCL,Tripulante Cabina,Vacaciones,2024-07-04,2024-07-11,,1
ABS002421,EMP00375,EZE,Ground Staff,Permiso Sin Goce,2022-06-25,2022-07-02,7,1
ABS002422,EMP01086,GRU,Supervisor Operaciones,Licencia Medica,2023-05-07,2023-05-11,4,1
ABS002423,EMP00589,SCL,Piloto Copiloto,Permiso Sin Goce,2022-11-04,2022-11-08,4,1
ABS002424,EMP01765,GRU,Agente Check-in,Vacaciones,2024-03-01,2024-03-10,9,1
ABS002425,EMP00252,LIM,Agente Check-in,Permiso Sin Goce,2022-04-12,2022-04-21,9,1
ABS002426,EMP01519,BOG,Ground Staff,Licencia Medica,2024-03-26,2024-03-29,3,1
ABS002427,EMP01248,LIM,Supervisor Operaciones,Permiso Sin Goce,2022-08-31,2022-09-04,4,1
ABS002428,EMP00576,SCL,Tripulante Cabina Senior,Vacaciones,2022-06-22,2022-07-03,11,1
ABS002429,EMP00648,MIA,Ground Staff,Accidente Laboral,2023-04-21,2023-04-30,9,1
ABS002430,EMP01728,LIM,Ground Staff,Licencia Medica,2023-01-15,2023-01-18,3,1
ABS002431,EMP00147,GRU,Seguridad,Licencia Medica,2024-05-06,2024-05-17,11,1
ABS002432,EMP00411,GRU,Agente Check-in,Vacaciones,2023-11-04,2023-11-20,16,1
ABS002433,EMP01543,MIA,Tripulante Cabina,Vacaciones,2022-07-11,2022-08-01,21,1
ABS002434,EMP01270,SCL,Tripulante Cabina,Licencia Medica,2023-03-19,2023-04-12,24,1
ABS002435,EMP00484,EZE,Piloto Comandante,Licencia Medica,2024-01-30,2024-02-29,30,1
ABS002436,EMP00031,BOG,Tripulante Cabina Senior,Capacitacion,2023-01-14,2023-01-17,3,1
ABS002437,EMP01440,MIA,Tripulante Cabina Senior,Licencia Medica,2022-10-30,2022-11-14,15,0
ABS002438,EMP00528,LIM,Tripulante Cabina,Vacaciones,2022-10-19,2022-10-27,8,0
ABS002439,EMP00353,BOG,Piloto Copiloto,Vacaciones,2023-01-25,2023-02-12,18,1
ABS002440,EMP01280,SCL,Ground Staff,Licencia Medica,2022-07-16,2022-08-04,19,1
ABS002441,EMP00504,EZE,Seguridad,Vacaciones,2022-03-06,2022-03-20,14,1
ABS002442,EMP00511,SCL,Tecnico Mantencion,Vacaciones,2024-03-25,,9,1
ABS002443,EMP00394,SCL,Agente Check-in,Vacaciones,2022-04-16,2022-05-03,17,1
ABS002444,EMP01606,SCL,Ground Staff,Accidente Laboral,2024-08-03,2024-08-07,4,1
ABS002445,EMP01565,SCL,Agente Check-in,Permiso Sin Goce,2024-01-20,2024-01-28,8,0
ABS002446,EMP00369,LIM,Piloto Comandante,Capacitacion,2023-12-14,2023-12-16,2,1
ABS002447,EMP01530,GRU,Tecnico Mantencion,Permiso Sin Goce,2024-06-16,2024-06-23,7,1
ABS002448,EMP01347,EZE,Tripulante Cabina Senior,Capacitacion,2023-01-04,2023-01-07,3,1
ABS002449,EMP00969,LIM,Tripulante Cabina Senior,Capacitacion,2024-11-10,2024-11-15,5,1
ABS002450,EMP00301,SCL,Piloto Comandante,Capacitacion,2024-01-03,2024-01-08,5,1
ABS002451,EMP01528,EZE,Tripulante Cabina,Permiso Sin Goce,2022-10-21,2022-10-31,10,1
ABS002452,EMP01813,SCL,Piloto Comandante,Permiso Sin Goce,2024-04-06,2024-04-08,2,1
ABS002453,EMP00725,BOG,Agente Check-in,Licencia Medica,2024-12-24,2024-12-25,1,1
ABS002454,EMP01176,SCL,Piloto Comandante,Licencia Medica,2023-01-02,2023-01-14,12,0
ABS002455,EMP00164,GRU,Tripulante Cabina,Permiso Sin Goce,2022-07-01,2022-07-04,3,1
ABS002456,EMP00986,MIA,Ground Staff,Vacaciones,2022-07-26,2022-08-04,9,1
ABS002457,EMP00968,MIA,Tripulante Cabina Senior,Licencia Medica,2024-07-31,2024-08-07,7,1
ABS002458,EMP00615,BOG,Administrativo,Vacaciones,2023-01-04,2023-01-19,15,
ABS002459,EMP00358,BOG,Tripulante Cabina,Vacaciones,2024-07-19,2024-08-06,18,1
ABS002460,EMP00569,LIM,Ground Staff,Vacaciones,2022-01-03,2022-01-10,7,0
ABS002461,EMP01440,LIM,Administrativo,Vacaciones,2022-09-22,2022-10-06,14,0
ABS002462,EMP01790,EZE,Tripulante Cabina,Permiso Sin Goce,2022-08-01,,1,1
ABS002463,EMP00505,GRU,Piloto Comandante,Vacaciones,2024-08-29,2024-09-18,20,1
ABS002464,EMP00890,LIM,Piloto Copiloto,Vacaciones,2024-01-28,2024-02-15,18,1
ABS002465,EMP00365,SCL,Supervisor Operaciones,Capacitacion,2024-02-22,2024-02-24,2,
ABS002466,EMP00627,EZE,Piloto Comandante,Vacaciones,2022-06-10,2022-06-26,16,1
ABS002467,EMP01484,LIM,Piloto Copiloto,Vacaciones,2024-06-21,2024-06-30,9,1
ABS002468,EMP01871,SCL,Piloto Copiloto,Vacaciones,2023-11-02,2023-11-22,20,1
ABS002469,EMP00659,EZE,Ground Staff,Licencia Medica,2024-07-19,2024-07-29,10,1
ABS002470,EMP01760,JFK,Tecnico Mantencion,Licencia Medica,2022-10-18,2022-10-27,9,1
ABS002471,EMP01162,LIM,Tripulante Cabina Senior,Permiso Sin Goce,2022-01-03,2022-01-08,5,1
ABS002472,EMP01814,EZE,Tripulante Cabina Senior,Permiso Sin Goce,2023-05-29,2023-06-08,10,1
ABS002473,EMP01463,BOG,Seguridad,Accidente Laboral,2022-08-22,2022-08-29,7,1
ABS002474,EMP00224,SCL,Agente Check-in,Accidente Laboral,2024-05-27,,4,1
ABS002475,EMP01178,JFK,Tecnico Mantencion,Vacaciones,2024-09-07,2024-09-20,13,1
ABS002476,EMP00484,BOG,Ground Staff,Vacaciones,2024-07-12,2024-07-27,15,1
ABS002477,EMP01820,BOG,Tripulante Cabina,Accidente Laboral,2022-05-11,2022-05-18,7,0
ABS002478,EMP01474,MIA,Agente Check-in,Vacaciones,2023-09-18,2023-10-09,21,0
ABS002479,EMP01574,SCL,Piloto Copiloto,Permiso Sin Goce,2022-10-03,2022-10-13,10,1
ABS002480,EMP00023,LIM,Tripulante Cabina,Vacaciones,2023-01-15,2023-01-29,14,1
ABS002481,EMP00187,LIM,Tripulante Cabina Senior,Licencia Medica,2022-07-14,2022-07-15,1,1
ABS002482,EMP00239,BOG,Tripulante Cabina,Vacaciones,2023-01-15,2023-01-27,12,1
ABS002483,EMP00196,EZE,Tripulante Cabina Senior,Ausencia Injustificada,2024-07-07,2024-07-14,7,1
ABS002484,EMP01511,SCL,Supervisor Operaciones,Permiso Sin Goce,2024-07-08,2024-07-18,10,1
ABS002485,EMP00527,SCL,Piloto Copiloto,Capacitacion,2023-11-30,2023-12-03,3,1
ABS002486,EMP00771,SCL,Piloto Copiloto,Licencia Medica,2024-05-04,2024-05-21,17,1
ABS002487,EMP01213,GRU,Supervisor Operaciones,Vacaciones,2024-10-27,,9,1
ABS002488,EMP00512,MIA,Administrativo,Licencia Medica,2024-10-30,2024-11-16,17,1
ABS002489,EMP01152,MIA,Tripulante Cabina Senior,Vacaciones,2022-07-26,2022-08-12,17,1
ABS002490,EMP00032,SCL,Tecnico Mantencion,Permiso Sin Goce,2022-07-19,2022-07-27,8,1
ABS002491,EMP00283,BOG,Tripulante Cabina,Vacaciones,2022-07-26,2022-08-05,10,1
ABS002492,EMP01223,SCL,Tripulante Cabina,Accidente Laboral,2022-07-28,2022-07-30,2,1
ABS002493,EMP01879,SCL,Tripulante Cabina,Licencia Medica,2023-03-28,2023-04-01,4,0
ABS002494,EMP01083,SCL,Tecnico Mantencion,Vacaciones,2023-07-05,2023-07-15,10,1
ABS002495,EMP00982,SCL,Seguridad,Accidente Laboral,2023-01-14,2023-01-15,1,1
ABS002496,EMP00802,GRU,Ground Staff,Vacaciones,2024-07-22,2024-08-04,13,1
ABS002497,EMP02000,SCL,Agente Check-in,Licencia Medica,2024-07-29,2024-08-01,3,0
ABS002498,EMP01372,MIA,Administrativo,Capacitacion,2023-09-01,2023-09-06,5,1
ABS002499,EMP00433,BOG,Ground Staff,Vacaciones,2024-10-13,2024-11-03,21,1
ABS002500,EMP01748,SCL,Piloto Comandante,Accidente Laboral,2022-09-23,2022-09-26,,0
ABS002501,EMP01689,MIA,Tripulante Cabina,Vacaciones,2023-01-11,2023-01-23,12,1
ABS002502,EMP01997,BOG,Piloto Copiloto,Permiso Sin Goce,2022-09-20,2022-09-21,1,1
ABS002503,EMP01608,MIA,Agente Check-in,Permiso Sin Goce,2024-03-20,2024-03-24,4,1
ABS002504,EMP00955,MAD,Ground Staff,Permiso Sin Goce,2022-11-03,2022-11-10,7,1
ABS002505,EMP00758,SCL,Ground Staff,Vacaciones,2024-01-07,2024-01-24,17,1
ABS002506,EMP01444,SCL,Tripulante Cabina Senior,Vacaciones,2023-07-07,2023-07-17,10,1
ABS002507,EMP01059,EZE,Agente Check-in,Licencia Medica,2023-10-06,2023-10-29,23,1
ABS002508,EMP01497,SCL,Seguridad,Licencia Medica,2023-02-13,2023-03-08,23,1
ABS002509,EMP00308,LIM,Tecnico Mantencion,Permiso Sin Goce,2024-01-06,2024-01-13,7,1
ABS002510,EMP00357,LIM,Tecnico Mantencion,Vacaciones,2023-09-18,2023-10-01,13,1
ABS002511,EMP01264,SCL,Ground Staff,Permiso Sin Goce,2024-07-18,2024-07-24,6,1
ABS002512,EMP01166,GRU,Piloto Copiloto,Permiso Sin Goce,2022-07-27,2022-08-05,9,1
ABS002513,EMP01412,SCL,Tripulante Cabina Senior,Accidente Laboral,2024-10-03,2024-10-05,2,1
ABS002514,EMP01849,BOG,Piloto Copiloto,Accidente Laboral,2022-07-17,2022-07-27,10,1
ABS002515,EMP00189,GRU,Agente Check-in,Vacaciones,2024-10-21,2024-11-09,19,1
ABS002516,EMP01172,GRU,Tripulante Cabina,Vacaciones,2023-11-22,2023-12-07,15,1
ABS002517,EMP00517,BOG,Piloto Comandante,Vacaciones,2024-04-05,2024-04-14,9,1
ABS002518,EMP01959,BOG,Agente Check-in,Licencia Medica,2022-10-31,2022-11-26,26,0
ABS002519,EMP01990,GRU,Tripulante Cabina Senior,Accidente Laboral,2022-09-24,2022-09-29,5,1
ABS002520,EMP01017,MAD,Ground Staff,Permiso Sin Goce,2024-06-05,2024-06-14,9,1
ABS002521,EMP01308,GRU,Agente Check-in,Capacitacion,2022-01-27,2022-01-28,1,1
ABS002522,EMP00659,LIM,Ground Staff,Vacaciones,2023-05-12,2023-05-19,7,1
ABS002523,EMP00044,MIA,Agente Check-in,Licencia Medica,2023-11-13,2023-11-27,14,
ABS002524,EMP00756,SCL,Agente Check-in,Licencia Medica,2022-08-13,2022-09-09,27,1
ABS002525,EMP01366,SCL,Piloto Copiloto,Permiso Sin Goce,2024-10-18,2024-10-25,7,1
ABS002526,EMP00270,SCL,Agente Check-in,Licencia Medica,2023-06-12,2023-06-23,,1
ABS002527,EMP00878,SCL,Tripulante Cabina,Permiso Sin Goce,2023-07-08,2023-07-14,6,0
ABS002528,EMP00580,BOG,Administrativo,Capacitacion,2024-12-28,2025-01-01,4,1
ABS002529,EMP01698,BOG,Agente Check-in,Permiso Sin Goce,2022-08-30,2022-09-05,6,1
ABS002530,EMP00834,EZE,Tripulante Cabina Senior,Licencia Medica,2023-07-13,2023-07-19,6,1
ABS002531,EMP00478,EZE,Tripulante Cabina Senior,Permiso Sin Goce,2023-04-06,2023-04-14,8,1
ABS002532,EMP00936,EZE,Piloto Copiloto,Accidente Laboral,2023-10-27,2023-10-31,4,1
ABS002533,EMP01182,SCL,Tripulante Cabina,Accidente Laboral,2024-06-07,2024-06-17,10,1
ABS002534,EMP01851,BOG,Tripulante Cabina,Licencia Medica,2024-07-15,2024-08-03,19,1
ABS002535,EMP00390,GRU,Tripulante Cabina,Licencia Medica,2022-08-06,2022-09-05,30,0
ABS002536,EMP00347,SCL,Agente Check-in,Licencia Medica,2024-06-18,2024-06-22,4,1
ABS002537,EMP01516,SCL,Tripulante Cabina,Capacitacion,2022-05-15,2022-05-17,2,
ABS002538,EMP01862,SCL,Tripulante Cabina,Capacitacion,2024-03-15,2024-03-20,5,1
ABS002539,EMP00475,EZE,Tripulante Cabina,Vacaciones,2024-05-11,2024-05-19,8,1
ABS002540,EMP01950,BOG,Tripulante Cabina,Licencia Medica,2023-07-09,2023-08-04,26,
ABS002541,EMP01061,EZE,Supervisor Operaciones,Licencia Medica,2022-01-04,2022-01-19,15,1
ABS002542,EMP01601,LIM,Administrativo,Licencia Medica,2023-05-18,2023-06-10,23,1
ABS002543,EMP00518,BOG,Ground Staff,Permiso Sin Goce,2024-10-21,2024-10-28,7,1
ABS002544,EMP01201,SCL,Tripulante Cabina Senior,Licencia Medica,2022-07-06,2022-07-28,22,1
ABS002545,EMP01791,SCL,Tecnico Mantencion,Vacaciones,2024-07-08,2024-07-15,7,1
ABS002546,EMP00717,GRU,Tripulante Cabina Senior,Accidente Laboral,2024-05-09,2024-05-13,4,1
ABS002547,EMP00894,BOG,Ground Staff,Vacaciones,2023-07-24,2023-08-10,17,1
ABS002548,EMP01042,SCL,Tripulante Cabina,Licencia Medica,2022-07-29,2022-08-17,19,0
ABS002549,EMP00165,GRU,Tecnico Mantencion,Licencia Medica,2024-11-18,2024-11-24,6,1
ABS002550,EMP01203,SCL,Tripulante Cabina,Accidente Laboral,2024-07-15,2024-07-21,6,1
ABS002551,EMP00888,SCL,Tripulante Cabina,Licencia Medica,2024-02-03,2024-02-16,13,0
ABS002552,EMP00835,GRU,Agente Check-in,Vacaciones,2023-05-29,2023-06-18,20,1
ABS002553,EMP00342,EZE,Tecnico Mantencion,Vacaciones,2024-11-23,2024-12-12,19,0
ABS002554,EMP00502,SCL,Tripulante Cabina,Vacaciones,2024-03-28,2024-04-06,9,1
ABS002555,EMP01323,SCL,Tripulante Cabina,Capacitacion,2023-04-04,2023-04-07,3,1
ABS002556,EMP00739,LIM,Piloto Copiloto,Licencia Medica,2022-01-22,2022-02-14,23,0
ABS002557,EMP00357,MIA,Tripulante Cabina Senior,Permiso Sin Goce,2024-01-21,2024-01-24,3,1
ABS002558,EMP01743,MIA,Tripulante Cabina,Permiso Sin Goce,2024-05-24,2024-05-30,6,1
ABS002559,EMP00307,SCL,Tripulante Cabina,Licencia Medica,2023-04-11,2023-04-25,14,1
ABS002560,EMP00157,LIM,Ground Staff,Vacaciones,2023-08-29,2023-09-12,14,1
ABS002561,EMP00958,BOG,Tripulante Cabina,Licencia Medica,2023-07-31,2023-08-18,18,1
ABS002562,EMP00240,BOG,Ground Staff,Licencia Medica,2023-01-31,2023-02-13,13,0
ABS002563,EMP01553,BOG,Agente Check-in,Capacitacion,2022-11-09,2022-11-11,2,1
ABS002564,EMP00742,SCL,Tecnico Mantencion,Vacaciones,2023-04-03,2023-04-16,13,1
ABS002565,EMP00200,SCL,Ground Staff,Accidente Laboral,2024-07-30,2024-08-01,2,1
ABS002566,EMP00941,GRU,Seguridad,Vacaciones,2023-07-19,2023-08-05,,1
ABS002567,EMP00079,GRU,Ground Staff,Capacitacion,2023-01-14,2023-01-19,5,1
ABS002568,EMP01220,SCL,Administrativo,Licencia Medica,2024-04-19,2024-05-07,18,1
ABS002569,EMP01337,EZE,Seguridad,Licencia Medica,2022-07-08,2022-08-02,25,1
ABS002570,EMP00204,GRU,Tecnico Mantencion,Permiso Sin Goce,2023-07-14,2023-07-19,5,1
ABS002571,EMP00445,BOG,Tripulante Cabina Senior,Permiso Sin Goce,2022-01-17,2022-01-27,10,1
ABS002572,EMP01850,GRU,Piloto Comandante,Licencia Medica,2024-11-20,2024-12-20,30,1
ABS002573,EMP00027,LIM,Tripulante Cabina Senior,Vacaciones,2022-01-12,2022-01-27,15,1
ABS002574,EMP00874,SCL,Ground Staff,Ausencia Injustificada,2024-05-30,2024-06-05,6,1
ABS002575,EMP01335,MAD,Ground Staff,Vacaciones,2022-01-15,2022-01-31,16,1
ABS002576,EMP01080,SCL,Piloto Comandante,Accidente Laboral,2024-01-02,2024-01-12,10,1
ABS002577,EMP00285,SCL,Tripulante Cabina Senior,Vacaciones,2024-01-03,2024-01-19,16,1
ABS002578,EMP01812,BOG,Piloto Copiloto,Capacitacion,2024-08-23,2024-08-27,4,1
ABS002579,EMP01247,MIA,Supervisor Operaciones,Accidente Laboral,2022-05-07,2022-05-12,5,1
ABS002580,EMP01847,GRU,Piloto Comandante,Permiso Sin Goce,2023-07-10,2023-07-13,3,1
ABS002581,EMP01229,BOG,Agente Check-in,Vacaciones,2023-03-10,2023-03-25,15,0
ABS002582,EMP01045,LIM,Tripulante Cabina,Capacitacion,2022-10-29,2022-11-03,5,1
ABS002583,EMP01463,LIM,Tecnico Mantencion,Vacaciones,2024-07-28,2024-08-12,15,1
ABS002584,EMP01437,SCL,Piloto Comandante,Licencia Medica,2023-07-10,,16,1
ABS002585,EMP01674,GRU,Tecnico Mantencion,Vacaciones,2022-08-23,,14,1
ABS002586,EMP01569,BOG,Tripulante Cabina,Licencia Medica,2024-09-30,2024-10-15,15,1
ABS002587,EMP00681,SCL,Agente Check-in,Licencia Medica,2022-09-17,2022-09-18,1,0
ABS002588,EMP00491,LIM,Tripulante Cabina Senior,Licencia Medica,2024-07-06,2024-07-23,17,1
ABS002589,EMP00611,MIA,Tecnico Mantencion,Vacaciones,2023-07-29,2023-08-08,10,1
ABS002590,EMP01902,GRU,Piloto Comandante,Vacaciones,2024-04-19,2024-05-05,16,1
ABS002591,EMP01462,GRU,Piloto Comandante,Licencia Medica,2023-07-14,2023-07-15,1,1
ABS002592,EMP00030,LIM,Tripulante Cabina,Vacaciones,2022-02-25,2022-03-04,7,1
ABS002593,EMP01799,SCL,Tripulante Cabina Senior,Vacaciones,2022-07-14,,21,1
ABS002594,EMP01859,GRU,Agente Check-in,Vacaciones,2022-01-20,2022-01-31,11,1
ABS002595,EMP00372,SCL,Supervisor Operaciones,Vacaciones,2022-12-03,2022-12-18,15,1
ABS002596,EMP01322,EZE,Agente Check-in,Licencia Medica,2024-04-08,2024-04-12,4,1
ABS002597,EMP00599,GRU,Supervisor Operaciones,Permiso Sin Goce,2024-02-07,2024-02-15,8,1
ABS002598,EMP01753,MIA,Supervisor Operaciones,Permiso Sin Goce,2023-02-23,2023-03-04,9,1
ABS002599,EMP00268,GRU,Tripulante Cabina,Permiso Sin Goce,2024-01-31,2024-02-07,7,1
ABS002600,EMP00859,JFK,Tripulante Cabina,Permiso Sin Goce,2022-07-12,2022-07-15,3,0
ABS002601,EMP00645,SCL,Tripulante Cabina Senior,Licencia Medica,2024-08-29,2024-09-19,21,1
ABS002602,EMP00364,SCL,Agente Check-in,Licencia Medica,2022-12-13,2022-12-29,16,1
ABS002603,EMP01500,BOG,Supervisor Operaciones,Licencia Medica,2024-04-04,2024-04-07,3,
ABS002604,EMP00556,SCL,Tripulante Cabina Senior,Licencia Medica,2024-01-31,2024-02-12,12,0
ABS002605,EMP00482,GRU,Ground Staff,Vacaciones,2022-04-12,2022-05-01,19,
ABS002606,EMP01564,LIM,Piloto Copiloto,Licencia Medica,2024-01-21,2024-01-26,5,1
ABS002607,EMP00573,MIA,Ground Staff,Licencia Medica,2022-01-03,2022-01-07,4,1
ABS002608,EMP00844,LIM,Ground Staff,Licencia Medica,2024-08-09,2024-08-17,8,0
ABS002609,EMP00209,BOG,Piloto Comandante,Accidente Laboral,2024-04-04,2024-04-13,9,1
ABS002610,EMP00111,MAD,Supervisor Operaciones,Licencia Medica,2022-08-25,2022-09-17,23,1
ABS002611,EMP01468,MAD,Ground Staff,Licencia Medica,2024-01-03,2024-01-05,2,1
ABS002612,EMP00227,SCL,Piloto Comandante,Licencia Medica,2022-09-11,2022-09-26,15,
ABS002613,EMP00267,GRU,Agente Check-in,Capacitacion,2022-10-21,2022-10-25,4,
ABS002614,EMP01073,LIM,Piloto Copiloto,Vacaciones,2023-07-02,2023-07-17,15,1
ABS002615,EMP01067,SCL,Tecnico Mantencion,Vacaciones,2024-07-22,2024-08-04,13,1
ABS002616,EMP01623,SCL,Administrativo,Licencia Medica,2023-07-15,2023-08-07,23,1
ABS002617,EMP00188,SCL,Tripulante Cabina,Vacaciones,2024-09-22,2024-09-29,7,1
ABS002618,EMP00519,BOG,Tecnico Mantencion,Vacaciones,2023-04-27,2023-05-07,10,1
ABS002619,EMP01087,LIM,Tecnico Mantencion,Accidente Laboral,2024-03-03,2024-03-06,3,1
ABS002620,EMP00129,JFK,Tripulante Cabina,Vacaciones,2024-07-24,2024-08-14,21,1
ABS002621,EMP00529,LIM,Ground Staff,Accidente Laboral,2024-07-22,2024-07-27,5,
ABS002622,EMP00150,SCL,Tripulante Cabina,Capacitacion,2023-05-20,2023-05-24,4,1
