attrition_id,employee_id,base_code,role,category,exit_date,reason,seniority_years,contract_type,was_replaced
ATT000735,EMP00758,LIM,Tripulante Cabina,Cabina,2023-10-22,Termino Contrato,1,Part-time,1
ATT000736,EMP00441,MIA,Tripulante Cabina,Cabina,2022-03-01,Renuncia Voluntaria,6,Indefinido,
ATT000737,EMP01132,SCL,Piloto Copiloto,Cockpit,2022-12-13,Renuncia Voluntaria,15,Indefinido,0
ATT000738,EMP01203,JFK,Tripulante Cabina Senior,Cabina,2023-07-01,Jubilacion,0,Indefinido,1
ATT000739,EMP01246,LIM,Tecnico Mantencion,Tierra,2023-10-06,Termino Contrato,15,Indefinido,1
ATT000740,EMP00781,MIA,Ground Staff,Tierra,2022-07-21,Renuncia Voluntaria,3,Plazo Fijo,1
ATT000741,EMP01354,LIM,Tripulante Cabina,Cabina,2023-05-21,Renuncia Voluntaria,5,Indefinido,0
ATT000742,EMP00412,GRU,Ground Staff,Tierra,2022-07-29,Renuncia Voluntaria,5,Indefinido,1
ATT000743,EMP00354,SCL,Ground Staff,Tierra,2024-07-26,Traslado Base,2,Indefinido,1
ATT000744,EMP00750,SCL,Agente Check-in,Tierra,2022-10-14,Despido,4,Plazo Fijo,1
ATT000745,EMP01491,LIM,Tripulante Cabina,Cabina,2024-07-09,Renuncia Voluntaria,13,Indefinido,1
ATT000746,EMP01448,SCL,Piloto Copiloto,Cockpit,2024-09-02,Jubilacion,1,Indefinido,0
ATT000747,EMP01676,LIM,Ground Staff,Tierra,2022-09-09,Jubilacion,3,Plazo Fijo,1
ATT000748,EMP00869,EZE,Piloto Copiloto,Cockpit,2023-09-20,Renuncia Voluntaria,14,Honorarios,0
ATT000749,EMP01598,GRU,Administrativo,Admin,2024-01-15,Termino Contrato,13,Indefinido,1
ATT000750,EMP01923,SCL,Supervisor Operaciones,Tierra,2024-11-20,Jubilacion,7,Indefinido,1
ATT000751,EMP00577,GRU,Ground Staff,Tierra,2022-07-25,Renuncia Voluntaria,11,Indefinido,0
ATT000752,EMP00999,SCL,Piloto Copiloto,Cockpit,2022-11-05,Renuncia Voluntaria,4,Honorarios,1
ATT000753,EMP00822,GRU,Tripulante Cabina,Cabina,2022-01-30,Renuncia Voluntaria,13,Indefinido,1
ATT000754,EMP00210,BOG,Tripulante Cabina,Cabina,2023-07-21,Renuncia Voluntaria,9,Plazo Fijo,0
ATT000755,EMP01525,MAD,Ground Staff,Tierra,2023-04-16,Termino Contrato,12,Part-time,0
ATT000756,EMP00697,GRU,Tripulante Cabina,Cabina,2024-01-10,Jubilacion,10,Indefinido,1
ATT000757,EMP01366,GRU,Supervisor Operaciones,Tierra,2022-01-04,Renuncia Voluntaria,3,Part-time,1
ATT000758,EMP01675,JFK,Supervisor Operaciones,Tierra,2023-06-02,Jubilacion,14,Part-time,1
ATT000759,EMP01626,LIM,Ground Staff,Tierra,2024-01-14,Renuncia Voluntaria,2,Indefinido,1
ATT000760,EMP00071,LIM,Tripulante Cabina Senior,Cabina,2022-07-14,Renuncia Voluntaria,5,Indefinido,1
ATT000761,EMP00196,GRU,Tripulante Cabina,Cabina,2023-06-07,Renuncia Voluntaria,5,Part-time,
ATT000762,EMP00676,MAD,Agente Check-in,Tierra,2023-03-13,Renuncia Voluntaria,7,Plazo Fijo,1
ATT000763,EMP01682,SCL,Agente Check-in,Tierra,2024-11-20,Termino Contrato,1,Plazo Fijo,1
ATT000764,EMP00906,EZE,Tecnico Mantencion,Tierra,2024-11-21,Despido,0,Plazo Fijo,1
ATT000765,EMP00696,MIA,Tecnico Mantencion,Tierra,2022-12-17,Termino Contrato,5,Part-time,
ATT000766,EMP00838,GRU,Tripulante Cabina Senior,Cabina,2024-07-11,Renuncia Voluntaria,8,Indefinido,0
ATT000767,EMP01713,GRU,Tripulante Cabina,Cabina,2023-09-17,Renuncia Voluntaria,5,Plazo Fijo,0
ATT000768,EMP01127,BOG,Piloto Copiloto,Cockpit,2023-01-09,Termino Contrato,7,Indefinido,1
ATT000769,EMP01998,GRU,Agente Check-in,Tierra,2022-12-25,Despido,,Plazo Fijo,0
ATT000770,EMP00221,GRU,Tecnico Mantencion,Tierra,2024-01-09,Despido,13,Part-time,1
ATT000771,EMP01529,BOG,Ground Staff,Tierra,2022-01-04,Termino Contrato,15,Plazo Fijo,0
ATT000772,EMP01995,LIM,Piloto Comandante,Cockpit,2024-02-24,Jubilacion,8,Indefinido,0
ATT000773,EMP01616,MAD,Piloto Copiloto,Cockpit,2024-03-12,Despido,11,Indefinido,
ATT000774,EMP00166,SCL,Tripulante Cabina Senior,Cabina,2024-01-16,Renuncia Voluntaria,4,Indefinido,1
ATT000775,EMP00484,SCL,Administrativo,Admin,2022-01-20,Termino Contrato,15,Indefinido,0
ATT000776,EMP00018,SCL,Tripulante Cabina,Cabina,2024-06-20,Jubilacion,15,Plazo Fijo,0
ATT000777,EMP01854,SCL,Tripulante Cabina,Cabina,2022-06-26,Renuncia Voluntaria,11,Part-time,
ATT000778,EMP01008,LIM,Agente Check-in,Tierra,2022-02-16,Despido,11,Indefinido,0
ATT000779,EMP00782,BOG,Tripulante Cabina,Cabina,2024-07-26,Renuncia Voluntaria,9,Indefinido,1
ATT000780,EMP00613,BOG,Ground Staff,Tierra,2022-06-29,Renuncia Voluntaria,1,Indefinido,1
ATT000781,EMP01942,GRU,Ground Staff,Tierra,2023-01-07,Despido,7,Indefinido,
ATT000782,EMP00629,BOG,Ground Staff,Tierra,2022-01-27,Traslado Base,,Indefinido,0
ATT000783,EMP01073,GRU,Piloto Copiloto,Cockpit,2022-07-22,Renuncia Voluntaria,14,Part-time,0
ATT000784,EMP00188,BOG,Supervisor Operaciones,Tierra,2023-01-28,Renuncia Voluntaria,12,Indefinido,1
ATT000785,EMP00235,BOG,Supervisor Operaciones,Tierra,2023-01-10,Despido,6,Indefinido,0
ATT000786,EMP00779,EZE,Tripulante Cabina,Cabina,2024-01-17,Jubilacion,3,Plazo Fijo,0
ATT000787,EMP00843,MAD,Ground Staff,Tierra,2024-04-06,Renuncia Voluntaria,9,Part-time,1
ATT000788,EMP01999,BOG,Tecnico Mantencion,Tierra,2022-03-11,Renuncia Voluntaria,12,Plazo Fijo,1
ATT000789,EMP00520,GRU,Tripulante Cabina,Cabina,2022-04-12,Despido,8,Indefinido,0
ATT000790,EMP01896,JFK,Seguridad,Tierra,2023-01-16,Termino Contrato,5,Indefinido,0
ATT000791,EMP00840,MIA,Tripulante Cabina,Cabina,2023-12-31,Renuncia Voluntaria,8,Indefinido,1
ATT000792,EMP00590,LIM,Piloto Comandante,Cockpit,2024-01-25,Termino Contrato,5,Part-time,1
ATT000793,EMP01310,LIM,Piloto Copiloto,Cockpit,2024-07-31,Renuncia Voluntaria,0,Indefinido,1
ATT000794,EMP00445,SCL,Ground Staff,Tierra,2024-10-01,Renuncia Voluntaria,7,Honorarios,1
ATT000795,EMP00763,MIA,Supervisor Operaciones,Tierra,2022-10-02,Despido,4,Indefinido,1
ATT000796,EMP01804,MIA,Administrativo,Admin,2023-08-21,Renuncia Voluntaria,,Indefinido,1
ATT000797,EMP01492,EZE,Tripulante Cabina,Cabina,2024-10-22,Traslado Base,13,Plazo Fijo,1
ATT000798,EMP00420,SCL,Ground Staff,Tierra,2024-10-06,Jubilacion,5,Indefinido,1
ATT000799,EMP00702,EZE,Agente Check-in,Tierra,2024-05-29,Termino Contrato,2,Plazo Fijo,1
ATT000800,EMP01318,GRU,Piloto Copiloto,Cockpit,2022-01-05,Jubilacion,0,Indefinido,1
ATT000801,EMP01035,EZE,Ground Staff,Tierra,2023-08-05,Renuncia Voluntaria,0,Indefinido,1
ATT000802,EMP00098,MAD,Agente Check-in,Tierra,2024-01-31,Termino Contrato,5,Part-time,0
ATT000803,EMP01799,BOG,Tripulante Cabina,Cabina,2024-01-25,Renuncia Voluntaria,12,Plazo Fijo,1
ATT000804,EMP00032,LIM,Piloto Copiloto,Cockpit,2024-03-27,Renuncia Voluntaria,9,Honorarios,1
ATT000805,EMP01773,SCL,Tripulante Cabina Senior,Cabina,2024-10-06,Traslado Base,11,Indefinido,1
ATT000806,EMP00962,SCL,Tripulante Cabina,Cabina,2023-09-16,Renuncia Voluntaria,7,Indefinido,0
ATT000807,EMP01977,BOG,Agente Check-in,Tierra,2024-10-11,Traslado Base,7,Part-time,0
ATT000808,EMP00909,MIA,Piloto Copiloto,Cockpit,2023-10-18,Termino Contrato,8,Plazo Fijo,0
ATT000809,EMP00496,MIA,Tripulante Cabina,Cabina,2023-08-26,Renuncia Voluntaria,15,Indefinido,0
ATT000810,EMP01972,LIM,Agente Check-in,Tierra,2022-07-22,Despido,2,Indefinido,1
ATT000811,EMP00321,SCL,Piloto Comandante,Cockpit,2022-10-19,Despido,5,Indefinido,1
ATT000812,EMP00066,SCL,Agente Check-in,Tierra,2024-09-17,Termino Contrato,3,Indefinido,1
ATT000813,EMP00563,EZE,Piloto Copiloto,Cockpit,2022-11-21,Renuncia Voluntaria,0,Indefinido,1
ATT000814,EMP01912,LIM,Tripulante Cabina Senior,Cabina,2023-10-22,Termino Contrato,6,Indefinido,1
ATT000815,EMP00562,GRU,Piloto Comandante,Cockpit,2022-06-13,Renuncia Voluntaria,,Indefinido,0
ATT000816,EMP01873,SCL,Agente Check-in,Tierra,2024-07-07,Renuncia Voluntaria,10,Indefinido,1
ATT000817,EMP01970,SCL,Tripulante Cabina Senior,Cabina,2024-12-13,Despido,10,Indefinido,
ATT000818,EMP00416,LIM,Agente Check-in,Tierra,2023-10-30,Jubilacion,12,Indefinido,0
ATT000819,EMP01472,GRU,Tripulante Cabina,Cabina,2023-08-21,Jubilacion,13,Part-time,1
ATT000820,EMP01257,SCL,Piloto Copiloto,Cockpit,2023-05-31,Renuncia Voluntaria,6,Indefinido,1
ATT000821,EMP01750,EZE,Piloto Copiloto,Cockpit,2023-10-09,Despido,4,Part-time,1
ATT000822,EMP00875,EZE,Agente Check-in,Tierra,2024-07-08,Renuncia Voluntaria,3,Plazo Fijo,1
ATT000823,EMP01491,SCL,Tripulante Cabina,Cabina,2022-06-17,Renuncia Voluntaria,2,Indefinido,1
ATT000824,EMP01772,LIM,Administrativo,Admin,2022-01-14,Termino Contrato,10,Indefinido,0
ATT000825,EMP01758,SCL,Ground Staff,Tierra,2022-08-10,Jubilacion,11,Indefinido,1
ATT000826,EMP01400,SCL,Tripulante Cabina,Cabina,2022-07-18,Renuncia Voluntaria,0,Indefinido,1
ATT000827,EMP00692,EZE,Tecnico Mantencion,Tierra,2024-07-24,Renuncia Voluntaria,1,Plazo Fijo,1
ATT000828,EMP01571,MAD,Tripulante Cabina,Cabina,2022-01-05,Termino Contrato,15,Indefinido,0
ATT000829,EMP01497,EZE,Piloto Comandante,Cockpit,2023-05-04,Termino Contrato,0,Plazo Fijo,0
ATT000830,EMP00874,GRU,Administrativo,Admin,2022-03-23,Jubilacion,13,Indefinido,1
ATT000831,EMP01343,MIA,Tripulante Cabina Senior,Cabina,2022-08-25,Renuncia Voluntaria,12,Indefinido,1
ATT000832,EMP01092,MIA,Agente Check-in,Tierra,2022-08-20,Renuncia Voluntaria,12,Indefinido,1
ATT000833,EMP00502,SCL,Agente Check-in,Tierra,2023-07-04,Termino Contrato,14,Plazo Fijo,1
ATT000834,EMP00294,GRU,Agente Check-in,Tierra,2022-07-02,Jubilacion,6,Plazo Fijo,1
ATT000835,EMP01496,GRU,Tripulante Cabina,Cabina,2022-06-22,Termino Contrato,0,Indefinido,1
ATT000836,EMP01897,SCL,Tecnico Mantencion,Tierra,2022-01-21,Renuncia Voluntaria,8,Plazo Fijo,0
ATT000837,EMP00461,LIM,Tripulante Cabina,Cabina,2024-05-21,Renuncia Voluntaria,0,Indefinido,1
ATT000838,EMP00920,GRU,Tripulante Cabina Senior,Cabina,2024-09-16,Renuncia Voluntaria,9,Plazo Fijo,1
ATT000839,EMP00973,,Tripulante Cabina Senior,Cabina,2024-01-30,Termino Contrato,6,Indefinido,1
ATT000840,EMP00057,LIM,Tripulante Cabina Senior,Cabina,2022-07-05,Despido,13,Indefinido,1
ATT000841,EMP00339,SCL,Tripulante Cabina,Cabina,2024-07-13,Termino Contrato,12,Plazo Fijo,1
ATT000842,EMP00164,BOG,Tecnico Mantencion,Tierra,2023-01-31,Traslado Base,2,Indefinido,1
ATT000843,EMP00937,SCL,Piloto Comandante,Cockpit,2024-12-04,Jubilacion,,Indefinido,1
ATT000844,EMP00887,LIM,Ground Staff,Tierra,2024-01-17,Renuncia Voluntaria,9,Indefinido,1
ATT000845,EMP01402,MIA,Ground Staff,Tierra,2023-07-21,Renuncia Voluntaria,3,Part-time,0
ATT000846,EMP01031,GRU,Piloto Copiloto,Cockpit,2023-01-31,Jubilacion,11,Indefinido,1
ATT000847,EMP00266,SCL,Supervisor Operaciones,Tierra,2022-09-09,Renuncia Voluntaria,9,Indefinido,
ATT000848,EMP01218,MIA,Agente Check-in,Tierra,2022-02-08,Renuncia Voluntaria,12,Indefinido,1
ATT000849,EMP01884,BOG,Piloto Comandante,Cockpit,2024-05-21,Renuncia Voluntaria,2,Indefinido,0
ATT000850,EMP01260,bogota,Piloto Comandante,Cockpit,2023-10-04,Termino Contrato,3,Plazo Fijo,1
ATT000851,EMP01929,BOG,Tripulante Cabina Senior,Cabina,2024-05-23,Jubilacion,1,Indefinido,1
ATT000852,EMP01526,GRU,Tripulante Cabina Senior,Cabina,2022-04-14,Jubilacion,12,Indefinido,1
ATT000853,EMP01212,SCL,Supervisor Operaciones,Tierra,2024-08-25,Termino Contrato,2,Honorarios,1
ATT000854,EMP01806,SCL,Agente Check-in,Tierra,2024-04-19,Renuncia Voluntaria,11,Indefinido,1
ATT000855,EMP01313,EZE,Ground Staff,Tierra,2022-06-19,Renuncia Voluntaria,9,Plazo Fijo,1
ATT000856,EMP00698,BOG,Tripulante Cabina,Cabina,2023-09-10,Renuncia Voluntaria,6,Indefinido,1
ATT000857,EMP00985,LIM,Tripulante Cabina Senior,Cabina,2022-09-07,Jubilacion,5,Indefinido,1
ATT000858,EMP01484,GRU,Tecnico Mantencion,Tierra,2024-01-20,Termino Contrato,14,Indefinido,1
ATT000859,EMP00848,GRU,Administrativo,Admin,2022-07-27,Renuncia Voluntaria,13,Indefinido,0
ATT000860,EMP00822,GRU,Agente Check-in,Tierra,2023-10-26,Renuncia Voluntaria,10,Part-time,0
ATT000861,EMP00278,SCL,Supervisor Operaciones,Tierra,2024-10-16,Renuncia Voluntaria,14,Indefinido,1
ATT000862,EMP00447,SCL,Piloto Comandante,Cockpit,2023-04-01,Despido,9,Plazo Fijo,1
ATT000863,EMP00683,GRU,Tripulante Cabina Senior,Cabina,2022-07-13,Traslado Base,14,Indefinido,1
ATT000864,EMP01624,GRU,Piloto Comandante,Cockpit,2022-11-06,Renuncia Voluntaria,11,Plazo Fijo,0
ATT000865,EMP00794,MIA,Agente Check-in,Tierra,2022-07-05,Termino Contrato,2,Part-time,1
ATT000866,EMP01002,MAD,Agente Check-in,Tierra,2024-07-06,Jubilacion,15,Indefinido,0
ATT000867,EMP01007,MIA,Agente Check-in,Tierra,2024-07-10,Renuncia Voluntaria,14,Indefinido,1
ATT000868,EMP00220,EZE,Ground Staff,Tierra,2024-05-08,Despido,6,Part-time,1
ATT000869,EMP00558,SCL,Tecnico Mantencion,Tierra,2024-07-10,Renuncia Voluntaria,4,Indefinido,0
ATT000870,EMP00198,EZE,Tripulante Cabina Senior,Cabina,2024-03-17,Termino Contrato,1,Indefinido,0
ATT000871,EMP01058,LIM,Agente Check-in,Tierra,2022-07-26,Termino Contrato,3,Indefinido,1
ATT000872,EMP01381,SCL,Tripulante Cabina Senior,Cabina,2022-10-10,Renuncia Voluntaria,,Plazo Fijo,1
ATT000873,EMP01532,GRU,Administrativo,Admin,2022-12-15,Renuncia Voluntaria,1,Plazo Fijo,1
ATT000874,EMP00431,SCL,Tripulante Cabina,Cabina,2023-06-04,Termino Contrato,14,Indefinido,1
ATT000875,EMP01360,GRU,Piloto Comandante,Cockpit,2023-01-15,Termino Contrato,11,Indefinido,1
ATT000876,EMP01047,MIA,Ground Staff,Tierra,2022-10-17,Renuncia Voluntaria,7,Indefinido,1
ATT000877,EMP00896,BOG,Tripulante Cabina,Cabina,2024-07-12,Termino Contrato,0,Plazo Fijo,1
ATT000878,EMP00943,MIA,Ground Staff,Tierra,2022-01-26,Jubilacion,9,Plazo Fijo,0
ATT000879,EMP01564,LIM,Tripulante Cabina,Cabina,2023-02-19,Termino Contrato,0,Indefinido,0
ATT000880,EMP01852,EZE,Agente Check-in,Tierra,2023-06-08,Termino Contrato,2,Part-time,0
ATT000881,EMP01354,LIM,Supervisor Operaciones,Tierra,2022-12-10,Renuncia Voluntaria,8,Indefinido,0
ATT000882,EMP00007,EZE,Tecnico Mantencion,Tierra,2023-01-23,Jubilacion,6,Indefinido,1
ATT000883,EMP01458,MIA,Piloto Comandante,Cockpit,2022-11-17,Jubilacion,15,Indefinido,1
ATT000884,EMP01027,BOG,Tecnico Mantencion,Tierra,2024-11-18,Jubilacion,13,Plazo Fijo,1
ATT000885,EMP01250,JFK,Tripulante Cabina Senior,Cabina,2024-06-15,Renuncia Voluntaria,1,Plazo Fijo,
ATT000886,EMP01297,BOG,Tripulante Cabina Senior,Cabina,2022-03-27,Termino Contrato,14,Indefinido,1
ATT000887,EMP01204,BOG,Administrativo,Admin,2022-10-12,Jubilacion,11,Indefinido,1
ATT000888,EMP00998,GRU,Agente Check-in,Tierra,2023-10-05,Traslado Base,12,Plazo Fijo,1
ATT000889,EMP00746,BOG,Ground Staff,Tierra,2023-03-25,Renuncia Voluntaria,1,Plazo Fijo,
ATT000890,EMP00738,MIA,Piloto Comandante,Cockpit,2022-07-05,Renuncia Voluntaria,4,Part-time,1
ATT000891,EMP00321,LIM,Tripulante Cabina,Cabina,2023-01-27,Termino Contrato,11,Indefinido,1
ATT000892,EMP01702,LIM,Tripulante Cabina Senior,Cabina,2023-08-22,Termino Contrato,11,Indefinido,0
ATT000893,EMP01730,SCL,Tripulante Cabina Senior,Cabina,2023-07-05,Renuncia Voluntaria,5,Indefinido,1
ATT000894,EMP01595,EZE,Piloto Comandante,Cockpit,2024-11-25,Renuncia Voluntaria,7,Indefinido,1
ATT000895,EMP01270,GRU,Supervisor Operaciones,Tierra,2022-06-13,Renuncia Voluntaria,7,Indefinido,1
ATT000896,EMP01949,SCL,Tripulante Cabina Senior,Cabina,2024-01-10,Termino Contrato,5,Plazo Fijo,1
ATT000897,EMP00297,MIA,Ground Staff,Tierra,2024-01-23,Renuncia Voluntaria,6,Indefinido,1
ATT000898,EMP01596,GRU,Agente Check-in,Tierra,2024-11-22,Termino Contrato,12,Part-time,0
ATT000899,EMP01210,SCL,Supervisor Operaciones,Tierra,2023-12-07,Renuncia Voluntaria,14,Plazo Fijo,1
ATT000900,EMP01052,GRU,Tripulante Cabina Senior,Cabina,2022-04-07,Renuncia Voluntaria,15,Indefinido,1
ATT000901,EMP00045,BOG,Supervisor Operaciones,Tierra,2022-06-01,Termino Contrato,9,Part-time,0
ATT000902,EMP00473,EZE,Tripulante Cabina,Cabina,2022-05-28,Termino Contrato,5,Part-time,1
ATT000903,EMP01200,LIM,Tripulante Cabina,Cabina,2024-01-13,Traslado Base,10,Plazo Fijo,1
ATT000904,EMP01177,LIM,Tripulante Cabina Senior,Cabina,2022-07-08,Jubilacion,10,Plazo Fijo,0
ATT000905,EMP01562,SCL,Piloto Copiloto,Cockpit,2024-10-07,Renuncia Voluntaria,12,Indefinido,1
ATT000906,EMP00240,LIM,Tecnico Mantencion,Tierra,2024-11-03,Termino Contrato,14,Indefinido,1
ATT000907,EMP00697,GRU,Supervisor Operaciones,Tierra,2023-11-17,Renuncia Voluntaria,13,Indefinido,1
ATT000908,EMP01173,SCL,Agente Check-in,Tierra,2024-06-24,Renuncia Voluntaria,0,Indefinido,1
ATT000909,EMP01150,EZE,Piloto Copiloto,Cockpit,2023-06-23,Termino Contrato,2,Plazo Fijo,1
ATT000910,EMP01664,GRU,Tripulante Cabina Senior,Cabina,2024-01-16,Renuncia Voluntaria,11,Plazo Fijo,1
ATT000911,EMP01440,GRU,Ground Staff,Tierra,2024-01-27,Jubilacion,13,Indefinido,0
ATT000912,EMP01912,EZE,Tecnico Mantencion,Tierra,2023-04-30,Jubilacion,2,Indefinido,1
ATT000913,EMP01401,GRU,Tripulante Cabina,Cabina,2022-11-28,Jubilacion,1,Indefinido,1
ATT000914,EMP01924,GRU,Ground Staff,Tierra,2024-01-14,Traslado Base,0,Indefinido,0
ATT000915,EMP01125,SCL,Administrativo,Admin,2022-08-10,Termino Contrato,4,Honorarios,1
ATT000916,EMP01162,GRU,Tripulante Cabina Senior,Cabina,2023-07-13,Despido,3,Indefinido,1
ATT000917,EMP01683,SCL,Tripulante Cabina,Cabina,2024-10-07,Termino Contrato,12,Indefinido,1
ATT000918,EMP00232,LIM,Agente Check-in,Tierra,2022-03-26,Jubilacion,5,Plazo Fijo,1
ATT000919,EMP00842,BOG,Tripulante Cabina,Cabina,2024-07-06,Renuncia Voluntaria,6,Indefinido,0
ATT000920,EMP01997,GRU,Tripulante Cabina Senior,Cabina,2023-07-21,Termino Contrato,14,Plazo Fijo,1
ATT000921,EMP01132,LIM,Supervisor Operaciones,Tierra,2023-07-19,Jubilacion,15,Indefinido,0
ATT000922,EMP00766,BOG,Administrativo,Admin,2023-09-26,Despido,5,Plazo Fijo,1
ATT000923,EMP01699,JFK,Piloto Comandante,Cockpit,2023-06-01,Termino Contrato,10,Indefinido,1
ATT000924,EMP01846,SCL,Tripulante Cabina Senior,Cabina,2022-10-31,Despido,3,Indefinido,0
ATT000925,EMP01194,MIA,Tecnico Mantencion,Tierra,2022-01-18,Renuncia Voluntaria,6,Indefinido,1
ATT000926,EMP00496,BOG,Ground Staff,Tierra,2024-01-04,Jubilacion,9,Indefinido,1
ATT000927,EMP01319,BOG,Agente Check-in,Tierra,2024-03-11,Despido,12,Part-time,1
ATT000928,EMP00290,SCL,Ground Staff,Tierra,2024-02-22,Renuncia Voluntaria,13,Indefinido,0
ATT000929,EMP01373,SCL,Supervisor Operaciones,Tierra,2022-01-24,Renuncia Voluntaria,14,Indefinido,0
ATT000930,EMP01410,MIA,Tripulante Cabina,Cabina,2023-01-27,Renuncia Voluntaria,1,Indefinido,1
ATT000931,EMP00334,SCL,Agente Check-in,Tierra,2023-07-05,Renuncia Voluntaria,0,Indefinido,0
ATT000932,EMP01013,GRU,Tripulante Cabina,Cabina,2023-10-24,Jubilacion,0,Indefinido,1
ATT000933,EMP00149,MIA,Ground Staff,Tierra,2023-09-07,Renuncia Voluntaria,15,Indefinido,1
ATT000934,EMP01973,MIA,Supervisor Operaciones,Tierra,2022-02-05,Despido,14,Part-time,0
ATT000935,EMP00312,GRU,Ground Staff,Tierra,2023-01-22,Renuncia Voluntaria,5,Indefinido,1
ATT000936,EMP00692,SCL,Ground Staff,Tierra,2023-07-16,Renuncia Voluntaria,9,Part-time,1
ATT000937,EMP01738,LIM,Ground Staff,Tierra,2023-01-01,Renuncia Voluntaria,7,Part-time,1
ATT000938,EMP01590,JFK,Tripulante Cabina Senior,Cabina,2024-09-20,Jubilacion,12,Indefinido,1
ATT000939,EMP01472,EZE,Agente Check-in,Tierra,2024-05-05,Jubilacion,12,Plazo Fijo,1
ATT000940,EMP01018,EZE,Supervisor Operaciones,Tierra,2023-01-22,Traslado Base,13,Indefinido,1
ATT000941,EMP01024,LIM,Tecnico Mantencion,Tierra,2024-12-09,Renuncia Voluntaria,7,Indefinido,1
ATT000942,EMP01665,GRU,Piloto Comandante,Cockpit,2023-09-09,Jubilacion,7,Indefinido,1
ATT000943,EMP00235,SCL,Supervisor Operaciones,Tierra,2022-01-07,Renuncia Voluntaria,6,Indefinido,1
ATT000944,EMP01095,LIM,Administrativo,Admin,2022-01-06,Termino Contrato,13,Indefinido,1
ATT000945,EMP00653,MIA,Tecnico Mantencion,Tierra,2024-07-22,Traslado Base,12,Indefinido,1
ATT000946,EMP00908,BOG,Tripulante Cabina Senior,Cabina,2022-01-30,Renuncia Voluntaria,2,Plazo Fijo,1
ATT000947,EMP00381,GRU,Piloto Comandante,Cockpit,2024-01-01,Termino Contrato,10,Indefinido,1
ATT000948,EMP00682,LIM,Seguridad,Tierra,2024-07-27,Jubilacion,2,Indefinido,1
ATT000949,EMP00038,LIM,Tripulante Cabina,Cabina,2023-10-12,Renuncia Voluntaria,15,Indefinido,
ATT000950,EMP00583,MAD,Piloto Copiloto,Cockpit,2023-04-30,Renuncia Voluntaria,9,Plazo Fijo,1
ATT000951,EMP00448,LIM,Ground Staff,Tierra,2022-02-02,Traslado Base,12,Plazo Fijo,0
ATT000952,EMP01565,SCL,Tripulante Cabina Senior,Cabina,2022-12-01,Renuncia Voluntaria,6,Part-time,1
ATT000953,EMP01462,GRU,Piloto Copiloto,Cockpit,2022-03-16,Renuncia Voluntaria,15,Plazo Fijo,1
ATT000954,EMP00040,SCL,Piloto Copiloto,Cockpit,2024-01-09,Renuncia Voluntaria,6,Indefinido,1
ATT000955,EMP01524,GRU,Tecnico Mantencion,Tierra,2022-07-14,Renuncia Voluntaria,2,Honorarios,1
ATT000956,EMP01548,BOG,Tecnico Mantencion,Tierra,2024-12-13,Renuncia Voluntaria,1,Plazo Fijo,0
ATT000957,EMP00702,MIA,Tripulante Cabina,Cabina,2022-05-02,Renuncia Voluntaria,8,Honorarios,0
ATT000958,EMP00190,SCL,Tripulante Cabina,Cabina,2024-02-04,Traslado Base,11,Honorarios,1
ATT000959,EMP01151,SCL,Administrativo,Admin,2024-07-21,Renuncia Voluntaria,0,Indefinido,1
ATT000960,EMP00648,MIA,Agente Check-in,Tierra,2023-01-29,Renuncia Voluntaria,13,Part-time,1
ATT000961,EMP01477,BOG,Tecnico Mantencion,Tierra,2024-06-12,Despido,7,Indefinido,1
ATT000962,EMP01737,EZE,Tecnico Mantencion,Tierra,2023-04-26,Despido,1,Indefinido,1
ATT000963,EMP00818,GRU,Tripulante Cabina Senior,Cabina,2022-01-22,Renuncia Voluntaria,10,Indefinido,1
ATT000964,EMP01128,GRU,Tripulante Cabina Senior,Cabina,2022-09-13,Despido,8,Indefinido,1
ATT000965,EMP01653,GRU,Administrativo,Admin,2024-08-26,Jubilacion,5,Indefinido,1
ATT000966,EMP01574,BOG,Agente Check-in,Tierra,2022-07-31,Renuncia Voluntaria,10,Part-time,1
ATT000967,EMP01792,SCL,Ground Staff,Tierra,2022-01-27,Renuncia Voluntaria,12,Indefinido,0
ATT000968,EMP01205,SCL,Supervisor Operaciones,Tierra,2024-05-08,Traslado Base,8,Indefinido,1
ATT000969,EMP00985,LIM,Tripulante Cabina,Cabina,2024-07-10,Renuncia Voluntaria,15,Honorarios,1
ATT000970,EMP00481,BOG,Agente Check-in,Tierra,2023-01-19,Renuncia Voluntaria,3,Indefinido,0
ATT000971,EMP00529,SCL,Supervisor Operaciones,Tierra,2024-04-26,Renuncia Voluntaria,0,Honorarios,1
ATT000972,EMP00781,MIA,Agente Check-in,Tierra,2023-08-13,Termino Contrato,10,Part-time,1
ATT000973,EMP00723,BOG,Supervisor Operaciones,Tierra,2023-06-07,Jubilacion,11,Indefinido,1
ATT000974,EMP01250,MIA,Administrativo,Admin,2023-04-13,Termino Contrato,7,Part-time,1
ATT000975,EMP01874,GRU,Piloto Copiloto,Cockpit,2024-01-11,Jubilacion,6,Indefinido,1
ATT000976,EMP01222,BOG,Supervisor Operaciones,Tierra,2024-11-03,Renuncia Voluntaria,11,Plazo Fijo,1
ATT000977,EMP01578,LIM,Tripulante Cabina,Cabina,2022-07-02,Traslado Base,11,Part-time,1
