flight_id,origin,destination,base_code,aircraft_type,flight_date,season,crew_required_cockpit,crew_required_cabin,ground_staff_required,flight_hours
FLT006261,SCL,MAD,SCL,B737,2024-07-01,Alta_Invierno,2,6,7,5
FLT006262,GRU,MIA,GRU,A320,2024-03-06,Baja,2,5,4,3
FLT006263,SCL,GRU,SCL,B737,2024-01-24,Alta_Verano,2,4,5,4
FLT006264,LIM,MIA,LIM,B787,2024-03-15,Baja,2,9,8,12
FLT006265,SCL,LIM,SCL,A320,2024-07-22,Alta_Invierno,2,5,4,5
FLT006266,SCL,BOG,SCL,B787,2022-08-25,Alta_Invierno,2,8,8,4
FLT006267,SCL,GRU,SCL,B787,2023-01-23,Alta_Verano,2,9,7,14
FLT006268,SCL,MAD,SCL,B737,2022-09-09,Baja,2,5,7,5
FLT006269,LIM,BOG,LIM,B737,2024-01-05,Alta_Verano,2,5,3,7
FLT006270,LIM,MIA,LIM,B787,2022-11-19,Baja,2,9,5,11
FLT006271,SCL,JFK,SCL,A320,2024-03-11,Baja,2,6,3,5
FLT006272,SCL,BOG,SCL,B787,2022-12-20,Alta_Verano,2,11,7,5
FLT006273,SCL,MIA,SCL,B787,2022-07-20,Alta_Invierno,2,10,6,4
FLT006274,LIM,MIA,LIM,A320,2022-07-26,Alta_Invierno,2,5,7,3
FLT006275,SCL,LIM,SCL,A320,2022-10-30,Baja,2,5,7,9
FLT006276,LIM,MIA,LIM,B767,2022-01-25,Alta_Verano,2,8,8,3
FLT006277,SCL,EZE,SCL,B737,2022-02-17,Alta_Verano,2,6,4,3
FLT006278,BOG,MIA,BOG,B737,2022-10-28,Baja,2,5,3,13
FLT006279,GRU,MAD,GRU,A350,2024-12-18,Alta_Verano,2,8,3,12
FLT006280,LIM,MIA,LIM,B737,2024-07-25,Alta_Invierno,2,4,6,5
FLT006281,SCL,JFK,SCL,B767,2024-07-27,Alta_Invierno,2,7,5,6
FLT006282,BOG,MIA,BOG,B787,2023-01-30,Alta_Verano,2,10,8,12
FLT006283,EZE,GRU,EZE,A350,2023-01-06,Alta_Verano,2,12,8,7
FLT006284,SCL,MAD,SCL,B737,2023-11-21,Baja,2,5,6,4
FLT006285,SCL,LIM,SCL,B787,2023-07-26,Alta_Invierno,2,12,4,10
FLT006286,SCL,LIM,SCL,B737,2023-08-11,Alta_Invierno,2,6,5,2
FLT006287,GRU,MIA,GRU,B737,2024-09-14,Baja,2,4,5,5
FLT006288,SCL,MIA,SCL,B737,2023-01-30,Alta_Verano,2,5,4,9
FLT006289,GRU,MIA,GRU,B737,2022-07-16,Alta_Invierno,2,6,7,7
FLT006290,SCL,BOG,SCL,A350,2024-03-09,Baja,2,10,3,8
FLT006291,EZE,GRU,EZE,B787,2023-05-01,Baja,2,11,7,
FLT006292,BOG,MAD,BOG,A350,2022-04-23,Baja,2,8,7,3
FLT006293,SCL,MIA,SCL,B737,2023-01-11,Alta_Verano,2,5,3,2
FLT006294,LIM,GRU,LIM,B737,2024-07-03,Alta_Invierno,2,5,7,9
FLT006295,LIM,GRU,LIM,B737,2022-12-29,Alta_Verano,2,5,5,5
FLT006296,SCL,BOG,SCL,B737,2023-01-13,Alta_Verano,2,5,7,3
FLT006297,LIM,MIA,LIM,A350,2023-09-18,Baja,2,9,8,2
FLT006298,SCL,MIA,SCL,A320,2022-07-02,Alta_Invierno,2,6,4,2
FLT006299,SCL,BOG,SCL,B737,2024-11-01,Baja,2,6,6,12
FLT006300,SCL,JFK,SCL,B737,2023-11-07,Baja,2,5,7,14
FLT006301,BOG,MIA,BOG,B787,2023-04-30,Baja,2,10,4,5
FLT006302,GRU,MAD,GRU,A320,2023-11-13,Baja,2,4,7,13
FLT006303,BOG,MIA,BOG,A320,2024-01-24,Alta_Verano,2,4,6,7
FLT006304,GRU,MAD,GRU,A320,2022-10-19,Baja,2,4,4,4
FLT006305,LIM,MIA,LIM,A320,2022-12-12,Alta_Verano,2,4,8,3
FLT006306,SCL,EZE,SCL,A320,2024-01-03,Alta_Verano,2,6,8,14
FLT006307,LIM,BOG,LIM,A320,2023-07-11,Alta_Invierno,2,4,6,5
FLT006308,SCL,LIM,SCL,A320,2022-01-27,Alta_Verano,2,5,3,2
FLT006309,EZE,GRU,EZE,A320,2022-01-01,Alta_Verano,2,6,8,7
FLT006310,BOG,MAD,BOG,B737,2022-09-10,Baja,2,6,8,12
FLT006311,BOG,MIA,BOG,A320,2022-08-15,Alta_Invierno,2,4,5,11
FLT006312,SCL,BOG,SCL,A350,2022-07-31,Alta_Invierno,2,12,3,3
FLT006313,SCL,BOG,SCL,A350,2024-07-06,Alta_Invierno,2,12,7,4
FLT006314,GRU,MIA,GRU,A320,2022-01-03,Alta_Verano,2,6,3,4
FLT006315,SCL,BOG,SCL,B737,2023-11-04,Baja,2,5,4,5
FLT006316,GRU,MIA,GRU,B737,2023-09-28,Baja,2,4,7,3
FLT006317,LIM,BOG,LIM,B737,2024-12-03,Alta_Verano,2,4,7,5
FLT006318,SCL,LIM,SCL,B767,2023-01-29,Alta_Verano,2,8,8,13
FLT006319,SCL,LIM,SCL,B767,2023-09-28,Baja,2,8,6,5
FLT006320,BOG,MAD,BOG,B767,2022-05-23,Baja,2,8,3,12
FLT006321,GRU,MIA,GRU,B737,2024-11-30,Baja,2,5,4,6
FLT006322,LIM,BOG,LIM,A320,2024-10-26,Baja,2,6,7,5
FLT006323,GRU,MAD,GRU,B767,2023-07-19,Alta_Invierno,2,6,5,14
FLT006324,SCL,GRU,SCL,A320,2024-03-13,Baja,2,5,6,6
FLT006325,EZE,GRU,EZE,A320,2022-10-04,Baja,2,4,7,7
FLT006326,SCL,MAD,SCL,A320,2023-07-05,Alta_Invierno,2,5,3,4
FLT006327,LIM,GRU,LIM,A350,2024-07-15,Alta_Invierno,2,9,3,2
FLT006328,EZE,GRU,EZE,B767,2022-07-20,Alta_Invierno,2,7,6,3
FLT006329,SCL,JFK,SCL,A350,2023-06-13,Alta_Invierno,2,10,3,13
FLT006330,SCL,JFK,SCL,B787,2023-01-29,Alta_Verano,2,12,8,7
FLT006331,LIM,GRU,LIM,A350,2022-05-30,Baja,2,9,7,2
FLT006332,GRU,MIA,GRU,B737,2022-03-05,Baja,2,6,8,2
FLT006333,SCL,BOG,SCL,B737,2024-07-19,Alta_Invierno,2,6,6,3
FLT006334,SCL,BOG,SCL,B787,2024-01-22,Alta_Verano,2,9,8,8
FLT006335,BOG,MAD,BOG,B737,2023-03-13,Baja,2,6,7,14
FLT006336,LIM,BOG,LIM,B787,2023-06-23,Alta_Invierno,2,12,4,11
FLT006337,SCL,MIA,SCL,A350,2023-07-27,Alta_Invierno,2,9,8,3
FLT006338,SCL,MAD,SCL,B767,2024-11-26,Baja,2,8,7,7
FLT006339,BOG,MAD,BOG,A320,2022-08-30,Alta_Invierno,2,6,5,13
FLT006340,LIM,BOG,LIM,B767,2023-01-27,Alta_Verano,2,7,8,3
FLT006341,GRU,MAD,GRU,A350,2024-03-13,Baja,2,8,3,8
FLT006342,SCL,MIA,SCL,B787,2022-01-19,Alta_Verano,2,12,7,8
FLT006343,LIM,MIA,LIM,B737,2023-07-24,Alta_Invierno,2,5,8,7
FLT006344,SCL,JFK,SCL,A320,2024-10-12,Baja,2,6,3,4
FLT006345,SCL,EZE,SCL,B737,2022-02-03,Alta_Verano,2,5,7,5
FLT006346,LIM,MIA,LIM,B737,2023-07-07,Alta_Invierno,2,6,8,5
FLT006347,SCL,LIM,SCL,B787,2023-11-15,Baja,2,8,7,2
FLT006348,SCL,EZE,SCL,A350,2022-01-19,Alta_Verano,2,12,3,3
FLT006349,BOG,MAD,BOG,A320,2023-05-07,Baja,2,4,5,4
FLT006350,LIM,MIA,LIM,B737,2023-08-06,Alta_Invierno,2,5,4,14
FLT006351,LIM,BOG,LIM,A320,2024-06-18,Alta_Invierno,2,6,5,3
FLT006352,LIM,GRU,LIM,B737,2023-07-09,Alta_Invierno,2,5,6,11
FLT006353,SCL,JFK,SCL,B767,2024-09-13,Baja,2,8,6,3
FLT006354,BOG,MIA,BOG,B767,2022-07-13,Alta_Invierno,2,6,8,6
FLT006355,GRU,MAD,GRU,A320,2023-01-21,Alta_Verano,2,6,4,8
FLT006356,LIM,MIA,LIM,A320,2024-08-18,Alta_Invierno,2,6,4,4
FLT006357,LIM,GRU,LIM,A320,2022-09-22,Baja,2,5,4,5
FLT006358,SCL,MAD,SCL,B787,2023-02-02,Alta_Verano,2,9,3,4
FLT006359,GRU,MIA,GRU,B787,2024-07-14,Alta_Invierno,2,12,3,7
FLT006360,SCL,MIA,SCL,A350,2024-10-30,Baja,2,10,5,3
FLT006361,LIM,MIA,LIM,A320,2022-06-20,Alta_Invierno,2,5,8,
FLT006362,BOG,MIA,BOG,A320,2023-10-25,Baja,2,4,3,2
FLT006363,GRU,MIA,GRU,B787,2022-07-19,Alta_Invierno,2,10,8,2
FLT006364,SCL,MAD,SCL,B787,2023-07-05,Alta_Invierno,2,10,8,2
FLT006365,GRU,MIA,GRU,B787,2023-04-30,Baja,2,11,7,8
FLT006366,EZE,GRU,EZE,B767,2022-01-06,Alta_Verano,2,6,3,9
FLT006367,EZE,GRU,EZE,B767,2024-05-26,Baja,2,6,4,7
FLT006368,BOG,MIA,BOG,A320,2024-07-11,Alta_Invierno,2,4,3,14
FLT006369,SCL,EZE,SCL,B767,2023-08-05,Alta_Invierno,2,8,5,5
FLT006370,SCL,JFK,SCL,B737,2022-01-23,Alta_Verano,2,6,5,7
FLT006371,GRU,MIA,GRU,B737,2022-01-01,Alta_Verano,2,6,8,8
FLT006372,EZE,GRU,EZE,B787,2024-01-28,Alta_Verano,2,8,7,5
FLT006373,SCL,JFK,SCL,B767,2024-01-19,Alta_Verano,2,7,6,5
FLT006374,GRU,MIA,GRU,B787,2022-07-17,Alta_Invierno,2,8,8,8
FLT006375,LIM,GRU,LIM,B737,2023-01-27,Alta_Verano,2,6,4,11
FLT006376,SCL,MAD,SCL,B767,2022-03-08,Baja,2,7,7,
FLT006377,SCL,EZE,SCL,A320,2024-10-04,Baja,2,5,5,3
FLT006378,GRU,MAD,GRU,B737,2024-01-15,Alta_Verano,2,6,8,8
FLT006379,LIM,GRU,LIM,B737,2022-04-20,Baja,2,5,3,10
FLT006380,LIM,MIA,LIM,B737,2024-02-20,Alta_Verano,2,5,4,7
FLT006381,LIM,GRU,LIM,A320,2022-01-03,Alta_Verano,2,5,7,8
FLT006382,BOG,MIA,BOG,B787,2023-01-23,Alta_Verano,2,8,6,12
FLT006383,SCL,MIA,SCL,B737,2024-05-05,Baja,2,6,4,2
FLT006384,SCL,MAD,SCL,B787,2022-06-11,Alta_Invierno,2,10,3,4
FLT006385,SCL,BOG,SCL,A320,2022-11-25,Baja,2,6,3,7
FLT006386,SCL,MIA,SCL,B767,2022-01-17,Alta_Verano,2,8,6,5
FLT006387,SCL,LIM,SCL,A320,2022-02-01,Alta_Verano,2,6,4,2
FLT006388,SCL,MAD,SCL,B737,2023-11-05,Baja,2,4,7,4
FLT006389,SCL,MAD,SCL,B787,2023-07-21,Alta_Invierno,2,9,5,10
FLT006390,SCL,LIM,SCL,B787,2024-07-23,Alta_Invierno,2,8,6,5
FLT006391,GRU,MAD,GRU,B737,2023-06-22,Alta_Invierno,2,5,7,2
FLT006392,LIM,BOG,LIM,A320,2022-12-17,Alta_Verano,2,5,5,11
FLT006393,SCL,BOG,SCL,B787,2024-11-29,Baja,2,10,3,6
FLT006394,GRU,MAD,GRU,B737,2024-08-29,Alta_Invierno,2,5,5,13
FLT006395,SCL,LIM,SCL,B737,2022-07-17,Alta_Invierno,2,5,5,3
FLT006396,BOG,MAD,BOG,B767,2022-02-07,Alta_Verano,2,6,6,6
FLT006397,LIM,BOG,LIM,B737,2024-09-11,Baja,2,6,7,2
FLT006398,SCL,EZE,SCL,B737,2023-01-28,Alta_Verano,2,6,7,3
FLT006399,SCL,GRU,SCL,B787,2023-03-22,Baja,2,9,5,6
FLT006400,BOG,MIA,BOG,B737,2024-08-21,Alta_Invierno,2,4,4,6
FLT006401,GRU,MIA,GRU,B767,2023-02-19,Alta_Verano,2,6,7,5
FLT006402,SCL,BOG,SCL,B767,2024-07-24,Alta_Invierno,2,7,4,13
FLT006403,SCL,EZE,SCL,B737,2023-07-21,Alta_Invierno,2,6,8,3
FLT006404,EZE,GRU,EZE,B767,2024-01-03,Alta_Verano,2,6,5,8
FLT006405,SCL,MIA,SCL,B767,2023-01-21,Alta_Verano,2,6,3,5
FLT006406,BOG,MAD,BOG,A350,2023-12-29,Alta_Verano,2,12,7,3
FLT006407,BOG,MIA,BOG,B737,2022-11-03,Baja,2,4,3,12
FLT006408,SCL,MIA,SCL,A320,2024-07-05,Alta_Invierno,2,6,3,10
FLT006409,LIM,MIA,LIM,B737,2022-06-27,Alta_Invierno,2,6,4,3
FLT006410,SCL,MIA,SCL,B787,2022-07-15,Alta_Invierno,2,10,5,10
FLT006411,SCL,BOG,SCL,A350,2024-12-13,Alta_Verano,2,8,6,2
FLT006412,LIM,BOG,LIM,B787,2022-01-04,Alta_Verano,2,8,4,2
FLT006413,SCL,LIM,SCL,A320,2023-09-17,Baja,2,5,8,4
FLT006414,EZE,GRU,EZE,B737,2024-03-10,Baja,2,6,3,4
FLT006415,SCL,GRU,SCL,A320,2022-05-19,Baja,2,4,4,14
FLT006416,LIM,BOG,LIM,B767,2023-12-30,Alta_Verano,2,6,3,12
FLT006417,SCL,MIA,SCL,B737,2024-06-10,Alta_Invierno,2,4,3,3
FLT006418,SCL,BOG,SCL,B737,2023-01-26,Alta_Verano,2,4,4,5
FLT006419,SCL,EZE,SCL,A320,2023-12-02,Alta_Verano,2,5,3,4
FLT006420,BOG,MAD,BOG,A320,2022-01-04,Alta_Verano,2,4,6,8
FLT006421,EZE,GRU,EZE,B787,2022-07-23,Alta_Invierno,2,11,3,9
FLT006422,SCL,GRU,SCL,A320,2022-01-04,Alta_Verano,2,5,6,13
FLT006423,LIM,GRU,LIM,A320,2023-01-10,Alta_Verano,2,4,8,2
FLT006424,SCL,EZE,SCL,A320,2023-09-08,Baja,2,6,3,2
FLT006425,BOG,MIA,BOG,B767,2022-11-02,Baja,2,8,4,12
FLT006426,SCL,MIA,SCL,B737,2024-07-19,Alta_Invierno,2,4,6,5
FLT006427,SCL,GRU,SCL,B767,2024-01-30,Alta_Verano,2,8,4,4
FLT006428,LIM,BOG,LIM,B737,2024-04-12,Baja,2,6,3,11
FLT006429,GRU,MAD,GRU,A320,2023-01-02,Alta_Verano,2,4,3,5
FLT006430,SCL,MAD,SCL,A320,2023-01-12,Alta_Verano,2,4,6,4
FLT006431,SCL,EZE,SCL,B737,2024-05-25,Baja,2,5,4,14
FLT006432,LIM,GRU,LIM,B737,2022-01-01,Alta_Verano,2,6,8,11
FLT006433,GRU,MIA,GRU,B737,2023-04-26,Baja,2,5,6,12
FLT006434,SCL,LIM,SCL,B787,2024-08-30,Alta_Invierno,2,10,7,2
FLT006435,LIM,MIA,LIM,B787,2022-02-10,Alta_Verano,2,12,3,14
FLT006436,LIM,GRU,LIM,A320,2023-09-20,Baja,2,5,5,13
FLT006437,SCL,GRU,SCL,B767,2023-10-26,Baja,2,6,5,4
FLT006438,LIM,MIA,LIM,B737,2024-07-23,Alta_Invierno,2,6,4,
FLT006439,SCL,BOG,SCL,B737,2023-12-15,Alta_Verano,2,6,8,
FLT006440,BOG,MIA,BOG,A320,2024-09-03,Baja,2,4,3,
FLT006441,LIM,BOG,LIM,B787,2023-02-17,Alta_Verano,2,8,5,3
FLT006442,SCL,GRU,SCL,B767,2022-04-25,Baja,2,8,3,3
FLT006443,SCL,MAD,SCL,B767,2024-10-01,Baja,2,7,8,
FLT006444,SCL,GRU,SCL,A320,2024-04-14,Baja,2,4,8,5
FLT006445,LIM,GRU,LIM,B787,2022-02-08,Alta_Verano,2,12,6,6
FLT006446,SCL,MAD,SCL,A320,2023-10-11,Baja,2,6,8,7
FLT006447,SCL,MIA,SCL,B737,2022-12-16,Alta_Verano,2,5,4,5
FLT006448,BOG,MAD,BOG,A320,2024-09-15,Baja,2,4,5,7
FLT006449,LIM,GRU,LIM,B737,2023-11-10,Baja,2,5,4,7
FLT006450,LIM,MIA,LIM,B737,2023-11-02,Baja,2,6,7,5
FLT006451,SCL,GRU,SCL,B767,2022-10-21,Baja,2,6,6,8
FLT006452,GRU,MIA,GRU,B787,2023-07-02,Alta_Invierno,2,8,4,4
FLT006453,EZE,GRU,EZE,B737,2024-10-12,Baja,2,6,3,3
FLT006454,LIM,GRU,LIM,B737,2024-01-25,Alta_Verano,2,4,4,11
FLT006455,SCL,EZE,SCL,B767,2024-07-11,Alta_Invierno,2,6,7,4
FLT006456,SCL,MAD,SCL,B767,2022-01-14,Alta_Verano,2,6,7,12
FLT006457,LIM,BOG,LIM,A320,2023-07-30,Alta_Invierno,2,6,5,9
FLT006458,BOG,MIA,BOG,B737,2022-01-30,Alta_Verano,2,6,4,9
FLT006459,SCL,BOG,SCL,B787,2024-07-25,Alta_Invierno,2,9,7,7
FLT006460,SCL,BOG,SCL,B737,2024-08-01,Alta_Invierno,2,4,8,8
FLT006461,BOG,MAD,BOG,A320,2023-11-01,Baja,2,6,6,6
FLT006462,BOG,MAD,BOG,A320,2023-06-20,Alta_Invierno,2,6,7,14
FLT006463,SCL,LIM,SCL,B737,2024-01-26,Alta_Verano,2,5,7,11
FLT006464,GRU,MIA,GRU,B787,2024-07-04,Alta_Invierno,2,8,6,4
FLT006465,SCL,GRU,SCL,B737,2024-04-25,Baja,2,4,5,4
FLT006466,LIM,GRU,LIM,A320,2023-03-18,Baja,2,4,3,11
FLT006467,LIM,MIA,LIM,A320,2024-12-31,Alta_Verano,2,5,4,8
FLT006468,LIM,MIA,LIM,B737,2023-01-25,Alta_Verano,2,4,5,4
FLT006469,SCL,BOG,SCL,B737,2024-01-21,Alta_Verano,2,4,8,5
FLT006470,SCL,LIM,SCL,B787,2024-10-05,Baja,2,11,7,11
FLT006471,SCL,MIA,SCL,A320,2022-06-07,Alta_Invierno,2,5,4,5
FLT006472,SCL,JFK,SCL,B737,2024-01-30,Alta_Verano,2,4,6,7
FLT006473,LIM,GRU,LIM,B737,2023-01-24,Alta_Verano,2,6,7,8
FLT006474,GRU,MAD,GRU,B767,2022-09-23,Baja,2,6,8,
FLT006475,SCL,MIA,SCL,A320,2024-02-13,Alta_Verano,2,6,6,7
FLT006476,GRU,MAD,GRU,B787,2023-07-26,Alta_Invierno,2,8,7,5
FLT006477,SCL,GRU,SCL,B787,2024-01-20,Alta_Verano,2,12,6,6
FLT006478,GRU,MIA,GRU,B737,2023-01-31,Alta_Verano,2,4,8,5
FLT006479,SCL,MIA,SCL,B737,2024-12-14,Alta_Verano,2,6,5,2
FLT006480,SCL,BOG,SCL,A320,2023-11-17,Baja,2,4,8,4
FLT006481,LIM,BOG,LIM,B737,2022-01-05,Alta_Verano,2,5,4,13
FLT006482,SCL,JFK,SCL,B737,2023-02-04,Alta_Verano,2,5,7,10
FLT006483,LIM,BOG,LIM,A320,2023-11-03,Baja,2,5,5,10
FLT006484,SCL,JFK,SCL,A320,2022-02-10,Alta_Verano,2,4,4,8
FLT006485,EZE,GRU,EZE,A320,2023-06-25,Alta_Invierno,2,5,3,6
FLT006486,BOG,MIA,BOG,B787,2024-07-12,Alta_Invierno,2,11,8,13
FLT006487,BOG,MIA,BOG,A320,2022-07-07,Alta_Invierno,2,5,3,10
FLT006488,GRU,MAD,GRU,B737,2023-02-06,Alta_Verano,2,6,6,5
FLT006489,BOG,MAD,BOG,B787,2024-07-04,Alta_Invierno,2,9,5,8
FLT006490,LIM,GRU,LIM,A320,2022-01-08,Alta_Verano,2,6,3,7
FLT006491,LIM,MIA,LIM,A320,2023-07-12,Alta_Invierno,2,5,8,3
FLT006492,LIM,MIA,LIM,B767,2023-08-05,Alta_Invierno,2,6,5,5
FLT006493,GRU,MAD,GRU,B737,2022-07-13,Alta_Invierno,2,4,4,5
FLT006494,SCL,BOG,SCL,B767,2022-07-31,Alta_Invierno,2,7,8,3
FLT006495,GRU,MIA,GRU,A350,2024-05-28,Baja,2,9,6,
FLT006496,BOG,MIA,BOG,A350,2022-12-02,Alta_Verano,2,11,7,5
FLT006497,GRU,MAD,GRU,B787,2023-02-27,Alta_Verano,2,12,4,2
FLT006498,SCL,BOG,SCL,B737,2023-07-23,Alta_Invierno,2,6,7,13
FLT006499,SCL,GRU,SCL,B737,2024-01-15,Alta_Verano,2,5,5,4
FLT006500,LIM,BOG,LIM,B737,2024-07-03,Alta_Invierno,2,4,6,12
FLT006501,SCL,MAD,SCL,B737,2022-01-17,Alta_Verano,2,6,7,5
FLT006502,BOG,MIA,BOG,A350,2022-05-09,Baja,2,9,4,13
FLT006503,EZE,GRU,EZE,A350,2024-07-21,Alta_Invierno,2,8,4,14
FLT006504,LIM,GRU,LIM,A320,2022-10-14,Baja,2,6,5,7
FLT006505,EZE,GRU,EZE,B767,2024-01-26,Alta_Verano,2,8,8,
FLT006506,LIM,BOG,LIM,A320,2024-10-21,Baja,2,5,3,10
FLT006507,LIM,BOG,LIM,B767,2022-07-09,Alta_Invierno,2,8,5,10
FLT006508,BOG,MAD,BOG,A350,2022-07-17,Alta_Invierno,2,9,5,8
FLT006509,SCL,MIA,SCL,A320,2022-01-20,Alta_Verano,2,4,5,12
FLT006510,LIM,MIA,LIM,A320,2024-05-14,Baja,2,4,8,11
FLT006511,SCL,GRU,SCL,B737,2023-11-20,Baja,2,4,8,11
FLT006512,BOG,MIA,BOG,A320,2023-10-19,Baja,2,6,7,5
FLT006513,LIM,GRU,LIM,B787,2024-10-10,Baja,2,9,5,8
FLT006514,BOG,MAD,BOG,B787,2023-10-09,Baja,2,12,3,3
FLT006515,LIM,BOG,LIM,B787,2024-07-12,Alta_Invierno,2,8,6,5
FLT006516,SCL,JFK,SCL,B787,2024-07-19,Alta_Invierno,2,10,7,11
FLT006517,SCL,MAD,SCL,A350,2023-09-17,Baja,2,12,7,2
FLT006518,BOG,MAD,BOG,B737,2022-07-03,Alta_Invierno,2,4,6,8
FLT006519,GRU,MIA,GRU,B787,2024-02-18,Alta_Verano,2,10,4,6
FLT006520,SCL,EZE,SCL,B787,2022-07-28,Alta_Invierno,2,10,5,4
FLT006521,SCL,JFK,SCL,B737,2024-01-22,Alta_Verano,2,4,7,7
FLT006522,SCL,EZE,SCL,B787,2023-01-21,Alta_Verano,2,9,7,2
FLT006523,BOG,MAD,BOG,A350,2024-09-20,Baja,2,10,6,2
FLT006524,SCL,BOG,SCL,B767,2023-03-18,Baja,2,8,4,14
FLT006525,LIM,BOG,LIM,B737,2023-01-30,Alta_Verano,2,4,6,10
FLT006526,GRU,MAD,GRU,A320,2023-08-13,Alta_Invierno,2,4,4,4
FLT006527,SCL,GRU,SCL,A350,2022-09-10,Baja,2,10,6,6
FLT006528,SCL,GRU,SCL,B737,2023-07-08,Alta_Invierno,2,4,6,5
FLT006529,GRU,MIA,GRU,B767,2023-01-23,Alta_Verano,2,7,6,3
FLT006530,GRU,MAD,GRU,B737,2023-10-04,Baja,2,4,4,6
FLT006531,SCL,MAD,SCL,A320,2023-07-03,Alta_Invierno,2,6,6,3
FLT006532,SCL,JFK,SCL,B737,2023-01-04,Alta_Verano,2,6,3,5
FLT006533,GRU,MAD,GRU,A320,2023-08-21,Alta_Invierno,2,4,5,2
FLT006534,GRU,MIA,GRU,A320,2024-01-31,Alta_Verano,2,6,4,3
FLT006535,GRU,MAD,GRU,A320,2023-07-12,Alta_Invierno,2,4,7,3
FLT006536,SCL,JFK,SCL,B767,2024-01-18,Alta_Verano,2,7,3,3
FLT006537,SCL,LIM,SCL,B767,2022-07-20,Alta_Invierno,2,7,6,13
FLT006538,BOG,MAD,BOG,B737,2022-07-29,Alta_Invierno,2,4,4,5
FLT006539,LIM,GRU,LIM,B787,2024-02-10,Alta_Verano,2,8,5,
FLT006540,BOG,MAD,BOG,B737,2022-03-29,Baja,2,6,6,5
FLT006541,GRU,MAD,GRU,A320,2024-04-09,Baja,2,6,8,2
FLT006542,SCL,BOG,SCL,A350,2023-07-15,Alta_Invierno,2,11,3,5
FLT006543,LIM,GRU,LIM,A320,2024-01-16,Alta_Verano,2,4,4,3
FLT006544,SCL,MIA,SCL,A320,2023-12-05,Alta_Verano,2,6,3,7
FLT006545,BOG,MAD,BOG,B737,2022-01-18,Alta_Verano,2,6,8,2
FLT006546,SCL,LIM,SCL,B767,2022-11-05,Baja,2,6,6,3
FLT006547,LIM,MIA,LIM,B737,2024-05-17,Baja,2,4,4,5
FLT006548,SCL,EZE,SCL,B737,2024-12-25,Alta_Verano,2,5,7,10
FLT006549,LIM,GRU,LIM,B737,2022-06-06,Alta_Invierno,2,4,5,3
FLT006550,SCL,LIM,SCL,B767,2024-07-26,Alta_Invierno,2,6,7,4
FLT006551,SCL,MAD,SCL,B737,2022-02-27,Alta_Verano,2,4,5,2
FLT006552,BOG,MAD,BOG,B737,2023-07-12,Alta_Invierno,2,6,6,4
FLT006553,BOG,MAD,BOG,A320,2024-10-12,Baja,2,4,8,3
FLT006554,SCL,LIM,SCL,A320,2024-04-27,Baja,2,4,7,8
FLT006555,SCL,GRU,SCL,B787,2022-07-30,Alta_Invierno,2,8,3,2
FLT006556,SCL,JFK,SCL,A320,2023-07-22,Alta_Invierno,2,5,3,4
FLT006557,SCL,GRU,SCL,A320,2023-04-06,Baja,2,6,6,5
FLT006558,GRU,MAD,GRU,B787,2024-07-04,Alta_Invierno,2,10,7,3
FLT006559,BOG,MAD,BOG,B737,2022-08-12,Alta_Invierno,2,4,5,3
FLT006560,LIM,BOG,LIM,B737,2023-09-11,Baja,2,4,8,9
FLT006561,SCL,GRU,SCL,B737,2022-05-29,Baja,2,4,4,11
FLT006562,SCL,LIM,SCL,B767,2022-05-01,Baja,2,7,3,3
FLT006563,GRU,MIA,GRU,B767,2023-03-28,Baja,2,8,5,4
FLT006564,LIM,MIA,LIM,A320,2023-01-30,Alta_Verano,2,5,4,13
FLT006565,SCL,EZE,SCL,B787,2024-07-13,Alta_Invierno,2,8,8,12
FLT006566,SCL,LIM,SCL,A320,2022-06-18,Alta_Invierno,2,6,7,13
FLT006567,SCL,MIA,SCL,B787,2024-01-20,Alta_Verano,2,9,7,4
FLT006568,SCL,MIA,SCL,B737,2022-01-15,Alta_Verano,2,5,6,10
FLT006569,LIM,GRU,LIM,B767,2024-11-16,Baja,2,6,8,7
FLT006570,LIM,MIA,LIM,B787,2022-10-04,Baja,2,10,6,3
FLT006571,EZE,GRU,EZE,A320,2023-12-27,Alta_Verano,2,4,8,5
FLT006572,SCL,EZE,SCL,B737,2024-02-06,Alta_Verano,2,4,5,11
FLT006573,GRU,MAD,GRU,A320,2022-09-15,Baja,2,5,8,14
FLT006574,SCL,JFK,SCL,A320,2024-01-22,Alta_Verano,2,5,4,12
FLT006575,LIM,GRU,LIM,B767,2023-04-24,Baja,2,8,3,3
FLT006576,SCL,JFK,SCL,B737,2022-08-20,Alta_Invierno,2,5,7,5
FLT006577,GRU,MAD,GRU,A320,2022-07-24,Alta_Invierno,2,4,5,11
FLT006578,SCL,BOG,SCL,A320,2023-07-04,Alta_Invierno,2,4,3,
FLT006579,LIM,MIA,LIM,B767,2022-02-03,Alta_Verano,2,7,8,4
FLT006580,LIM,MIA,LIM,A320,2023-10-03,Baja,2,4,4,
FLT006581,GRU,MIA,GRU,B737,2022-01-12,Alta_Verano,2,6,3,5
FLT006582,LIM,GRU,LIM,B787,2022-11-26,Baja,2,12,6,6
FLT006583,SCL,GRU,SCL,B737,2023-02-08,Alta_Verano,2,5,3,7
FLT006584,GRU,MIA,GRU,B787,2023-08-03,Alta_Invierno,2,12,8,3
